machine_type,air_temperature,process_temperature,rotational_speed,torque,tool_wear,operating_hours,vibration,pressure,failure
Type A,308.3328949430562,321.4284596666957,1563.3494793053003,37.22596415243837,42,2365.059966197233,3.0442045745979973,43.388148163366964,0
Type B,294.6764380635004,298.2514107903189,1673.6721305993017,14.400834336975027,77,2693.7289332978767,2.5364074582222407,54.063153361282254,0
Type C,296.0747208513858,304.82210509575265,1118.353535828079,28.719967915564744,195,3258.9645574520146,2.720404864866209,57.175459697809394,0
Type C,299.84426543605554,310.50632728412256,1336.276089672507,54.639264045143335,245,4162.2071392203015,2.5798945478098307,48.723571905941654,0
Type A,289.059809582621,302.17512845110514,1289.8787094177703,48.30397749107542,16,4758.977495572102,3.815202366577859,68.5779010571934,0
Type C,301.60139020250256,315.2417961822616,1505.4245427649792,53.19039335915231,162,2143.9527912653793,2.2416881012868393,60.54595646815804,0
Type A,306.7722639104751,317.90788791517696,1906.963492173516,53.877212696709236,142,2902.6549860700175,3.463246025791786,42.450558627360905,0
Type C,302.050536764481,314.39152688991646,2005.6473511662252,46.72987424164477,151,3142.137502936748,2.5801019333240394,42.5941620904471,0
Type C,288.8777170507489,299.13426426026155,1296.4281117316793,35.47131314620865,196,4294.717032306644,3.516519384748479,48.11183338107327,0
Type C,299.13333493969236,306.4379281869701,1631.6393126233936,29.627490537343775,17,2971.8894646115,1.76501314644511,66.01229784731491,0
Type A,305.19420232085645,314.14914475669144,1639.699463035579,51.46744605449697,184,3070.267665052528,2.6107913245785164,61.23645197386654,0
Type C,286.85407863823866,296.9300433847991,1596.906442878687,40.645679743873906,69,2088.007422849776,2.2637879296459182,66.36598536890801,0
Type A,292.476637903276,302.3379209032017,1599.7449086848085,64.94022816381907,38,3983.407315973259,2.5836834015100236,55.07146500593928,0
Type B,306.13580522857063,308.5935136107968,1575.935625612832,36.34902023989246,111,3338.600925403445,3.2334257575996768,53.533574704264055,0
Type B,301.890668039381,310.3007346996633,1921.892530201605,59.7289585478048,6,2845.9549650204035,2.727285763214767,46.26743359757563,0
Type A,302.8838010748873,313.1086236872439,1775.6166285920144,38.432082093042446,157,3240.4867755179034,3.2322296140161626,57.447787474417574,0
Type A,313.0164636533632,321.89098368574037,1234.961525600433,53.360485972587,141,4626.995501931263,2.097867344035633,53.62682283158085,0
Type C,303.2798694495434,312.29257426749706,1698.9302702201373,56.966917372324545,128,2495.1130916801567,2.00629932548577,53.35729466662696,0
Type B,304.60521607303224,316.5571815562506,1723.093343627863,29.770500718192878,7,2658.340368896404,2.5096630438823597,66.32635588736987,0
Type B,318.97521869052827,324.65938994233375,1578.7418217879472,35.15001921709131,190,4752.252447465621,2.476808692965349,54.115580779948075,0
Type B,298.5033680933666,301.9911992375618,1782.8560926256823,29.670207743014693,8,3575.7748280188575,2.3884843787054844,64.31687010833379,0
Type B,294.4148206546705,303.0221414913238,1547.0185085747594,27.700555117417764,65,4169.754096711918,1.924820964597589,43.88347737200171,0
Type C,302.9945747877299,316.05103240973705,1550.1169302690628,46.6706685052495,98,3901.7519100056866,3.219190953911133,73.81678563004046,0
Type A,303.07293720572227,319.82314936366885,1530.3101361692609,38.033716297509784,175,3464.6654477060515,2.2822976796199073,52.38710676771242,0
Type C,296.31299225637656,309.44150521275554,995.4389785500828,40.52366323190136,101,3151.7008808514433,3.355646873327609,59.950288162918184,0
Type C,292.7732208631161,296.9001658236407,1479.9004015235314,45.5623913497328,204,4331.558022483819,2.507646019122435,61.06391038362558,0
Type B,316.1689109546305,325.23944199712344,1332.9373563863574,21.426131662850853,233,4662.336567811155,2.8890573584884267,51.51850288737195,0
Type A,302.2879042927162,313.3144418170423,1203.3880054518606,52.86766003957055,191,4584.1883470160965,2.8346257857782096,60.733210630413375,0
Type A,294.8740023301855,305.58436679787985,1858.5045711848807,36.509058366600826,9,2314.528366352316,2.0054351557894887,61.09702223606867,0
Type C,306.4115121159572,318.5687303277287,1626.0518796336144,45.324013062378576,192,4804.911017844329,2.7203217529314934,50.00798849267962,0
Type C,299.23598393907065,305.5677881532276,1492.5422297638631,46.20712839228547,51,3142.064745802355,3.6569997666802636,50.09089843072675,0
Type A,298.2298298757752,308.48960222597816,1358.7991622243935,53.70796560763841,222,2744.9704624551655,2.650967351860214,55.3171477643932,0
Type A,303.93591010340145,315.61720142250596,1574.042396157185,38.951426122169664,244,3330.6723032315267,3.040766043735805,54.191542366202654,0
Type A,290.9568241223782,304.2595079355928,1747.8590233293783,18.763625409570693,21,4331.128435248732,2.915963106755311,64.75191067094674,0
Type A,302.4683904274202,309.24551776096905,1293.2585391132648,40.57127613453561,24,4040.4641840280624,2.684229795018992,59.91867729461555,0
Type C,313.39068365412226,322.0100561851507,1498.7929069308475,42.00706858161601,174,3244.613588145732,2.611887230634848,54.50703501375836,0
Type C,303.2632436353812,302.4479729150878,1717.0166247127931,29.657391408598826,35,4337.665866877975,2.8283893354727803,59.24254571095371,0
Type A,297.36651527351574,304.88066740320465,1015.9997177289675,41.474906544329386,242,3639.860580759435,2.9579695278853677,40.67342845542316,0
Type C,296.4502630370023,304.35260346511814,1485.607559398649,36.389815652737084,135,2927.0285344606255,1.6887015657693563,50.692823184577804,0
Type A,297.12762018658424,303.0492821539145,1392.6771573631154,26.572460507174895,143,2791.964717041507,2.6483817334578728,57.01474705823222,0
Type B,298.2222612536655,308.8847098545961,1466.5425355612415,46.714848950092836,215,3910.23484442162,2.38955327155161,62.80755851324715,0
Type B,297.3553542706921,307.13157254251104,1374.5928609070243,34.36274849102204,54,3417.4822641843984,2.265083893808975,56.39838534259056,0
Type C,306.41418008752197,307.37732457721154,1534.406151301824,35.93620785262931,138,2124.4948465863636,3.277578627417144,65.2076729998436,0
Type C,287.8675362775371,298.72956815474413,1980.9068051056795,35.374211527129155,249,4347.161493069503,2.060112251161688,61.075579006176845,0
Type A,306.03400035288496,312.32070382972887,1419.0193815178623,52.354785974641466,5,3019.7249713755796,1.663138563813999,51.58169403150059,0
Type A,297.3421943240021,309.28495016076414,1572.9277522735267,39.59083838226608,43,5092.119647988795,2.9774297352315124,54.01978547832361,0
Type A,302.6386344998676,307.5112295089529,1998.6866046022783,40.790998205458216,36,2097.0100148452893,1.6477636860676665,57.85895180367,0
Type A,292.11108462859397,302.23111078271774,1362.4961054068613,35.59363845613603,83,3319.2914036099887,1.343234153224862,51.85955113000546,0
Type C,309.30041746794603,318.1677641524,1953.6688372322424,44.62866822254905,32,2800.0223155607723,3.0449606139939793,65.71903124541615,0
Type C,308.7194447212031,319.93185226100445,1501.3307516567768,53.493180484506716,43,2524.5774796226615,2.5952333503374927,47.23891705995398,0
Type A,306.7171336802505,317.2159227908559,1945.4740564662316,46.478608174865066,213,3013.2092832416233,2.7836317764212657,57.212745152970705,0
Type C,289.39671656944523,298.37605986935944,1687.5502812365798,46.86866961334856,116,5270.567609036982,2.2345434551322265,60.1481276952354,0
Type B,305.80384749746236,309.6587582412854,1576.7770906456053,46.06230205884346,89,3643.3701700795036,1.6693563210345883,52.80587107377228,0
Type B,302.83398561344995,306.92515375960585,1483.5923295283533,26.197573566888366,104,2708.291961202571,1.7885276718293994,51.22840467145526,0
Type B,288.763101270072,296.4275535137031,1343.9896400301973,31.238811683008617,242,1671.371589662595,2.33668666034123,54.46743092485001,0
Type A,299.8299183136043,309.79679877788595,1518.9478874910883,37.950126064008735,122,1778.6374536523138,1.736558285249175,60.68398958949622,0
Type C,302.55174142323284,310.11874963443637,1724.340364755006,32.74135957506775,117,2963.5368558812647,2.6842317442273917,51.501064017305026,0
Type A,303.89252691676205,316.3933746390799,1496.7221422508323,29.35462975244002,231,2866.31201586134,2.2225252371793487,47.51755169163496,0
Type A,301.24082956864197,310.12394589179524,1420.8442987345356,21.278242591294262,9,3275.9492937655145,2.6110216284191834,63.054093438951185,0
Type A,302.03861991793167,308.1785690188136,1437.3043664555569,26.53470786865859,119,1227.8161995641485,2.5930888769358584,57.795075310549116,0
Type A,310.31527974577165,319.20289457382,1748.1191533957633,37.434744426574,187,3408.3184049534666,2.732079732654716,62.05500201342662,0
Type A,308.58223736937475,319.485676714641,1806.290363774964,39.305736331811154,128,4527.729775147108,2.799689516373399,60.31532211887208,0
Type A,279.9306153235208,291.2301541988191,1333.2123715579073,32.06946223869424,217,5122.841247364196,2.293659645532453,70.25922515797376,0
Type C,297.77793011613625,315.29144664410876,1332.8530356381275,40.78925212683226,221,1605.5538520828607,2.6103815599802984,62.80480424924582,0
Type C,298.84744280719235,306.17180544717866,1594.8397299167782,35.661663590916234,84,2698.6072407608444,2.641604877052105,49.931443066876255,0
Type A,287.7353099909112,297.4413953445496,1881.8830161893138,50.90573587373848,204,2645.766139025465,1.0426658145439809,58.29187577062108,0
Type A,300.65928140762617,312.3637771949039,1786.49757707814,38.38374235975163,60,3645.72142752565,2.8879154475156943,51.09757895269518,0
Type B,308.74130440687355,318.6476125700703,1187.0369469550221,46.963308814017154,59,2280.2275321235466,2.5899653177321507,51.821116853135166,0
Type C,292.39402498286586,300.39155239891124,1433.9810075020346,42.03213762294693,244,5182.263248726681,2.8384293191461425,45.11249719569291,0
Type C,302.3548065708291,306.15777786545215,1267.3491113276218,25.97928960755945,3,3543.5224716857397,1.7278938427316426,52.99720772693423,0
Type C,293.58923565892496,301.5458974227129,1433.1218695211855,39.093418242628246,88,3376.8537107007883,2.310536094902564,58.8152400197429,0
Type B,295.2966158342423,301.00180618337106,1901.1024990088385,27.643759006713164,157,5092.713733782777,1.845082326060652,54.537848064063816,0
Type B,310.34175543919025,313.4353287146951,1144.3498378042457,38.918791617830784,103,3483.952375916652,2.946760825727725,47.30442117725916,0
Type A,296.20209525921723,303.01937989253486,1095.2836766799524,32.548691827693105,211,3900.3034064986887,1.6569300747589035,44.3388646727218,0
Type C,303.23548742307435,309.0471205400085,1292.8614616415994,43.819630334848085,62,2749.201726707951,1.9428071308466075,69.78292154836397,0
Type C,286.9014731875731,299.2366193687449,1571.8276506439981,26.57645662533799,138,2129.497934945616,2.820588476963189,57.276125271290496,0
Type A,313.03622292976416,325.4405902794213,1655.1887051601893,40.147018252794375,31,2889.638368495769,2.1223752806336513,49.231515812800794,0
Type C,304.21856712414547,310.603049965822,1609.3621087153833,45.72415582563194,52,5686.975838944824,1.942965605926565,58.23248421792013,0
Type A,298.7225011014482,307.6815865791957,1793.9213508077542,49.07595569308995,43,4133.020948286956,3.0440316577241098,70.3243025446426,0
Type C,304.02882556999924,306.5958549215491,1059.2286014415176,32.35832242115777,185,3774.53483711105,3.0686270539551206,59.34323651752126,0
Type C,290.13126399736535,298.1539041966346,1797.0841345897343,40.177509722071754,50,2523.6266098148003,2.933242715524599,35.49052491680027,0
Type A,308.2777151922686,319.873642795078,1421.976169988427,41.84146972911574,167,4411.250800983846,3.009225804364176,73.5660418159086,0
Type B,297.732106571525,311.0318581299814,1682.873577451217,55.47126279542768,86,2142.3067256862087,2.361052432637166,42.05527463796736,0
Type A,298.57151339466094,305.7193250678957,1169.143643309199,25.18669939249863,141,1932.943550317619,2.3772442152180306,53.55791638236217,0
Type B,296.5584106952416,310.7658301373517,1501.2391742522675,30.88897454928951,218,2941.112877118354,2.1111512328798385,47.066169899770046,0
Type C,295.9354401807809,299.87267249472706,1559.0676926472534,68.0446249273608,215,5454.490911961448,2.6006375006295865,49.819985230187505,0
Type A,304.8626942813989,309.87218308482375,1788.9377593746044,37.26902716044025,2,5397.894232392611,2.1832610036044913,56.99086779487846,0
Type B,301.7913479507296,314.62999541328105,1103.6863443480588,21.090061900967253,196,3048.7630717494562,2.240160276443814,40.50283543840973,0
Type C,304.56223698982126,321.24672190407426,1507.688137133726,34.17449856651834,238,2825.800981802016,2.85994026038974,54.368280901572874,0
Type A,299.938437173601,311.9121651263358,1228.6911772144642,12.311267785356378,166,1859.6379594402201,3.210723547308628,63.03139695918953,0
Type A,303.59239867754025,313.4310291314042,1626.3740110520687,42.40920712456153,46,3578.030725520084,2.738956152562057,49.097317727887145,0
Type B,297.0680587925247,298.2873238064359,1694.3041341140315,48.09784760278219,166,3662.0127519881194,3.576589519145541,45.268004580404906,0
Type B,315.6081228898668,317.5183346656929,1821.7925606270219,30.88337623831247,159,4289.556254196912,2.076690656780351,54.0248642849098,0
Type B,289.0244870849865,299.54212523256996,1366.2426364229063,35.29276077748493,165,4410.707513325164,1.397215216474445,52.63160956964037,0
Type A,308.8265612649409,317.3943105866562,1731.8066214221976,49.23654155368912,107,3302.578082335367,2.9287767337537325,50.83340630765872,0
Type C,309.5753521550468,315.1520114264383,1840.2253968692632,22.497845351539297,131,4056.0278747595844,2.036899868411961,46.68157746717671,0
Type B,294.03488835824083,304.29701868156104,1089.1882575361333,26.784287878004545,162,2799.361132153464,2.335784654934782,58.634292068302855,0
Type A,315.60491527389183,326.0654407439231,1653.0862300246126,37.7188481828436,115,4037.0425333606854,1.4381220939273258,59.16684458009211,0
Type C,306.96843198061725,320.74609545477836,1739.6278134450265,32.47665162533182,193,2992.7679218154412,1.9604738515925042,47.54047285880459,0
Type C,306.79797304776037,317.3443821798112,1435.3184034031406,37.061331025264124,177,3959.4585159669377,1.5986635500524584,48.50922448777368,0
Type B,300.19615530918117,315.1097327825187,1197.3066056187229,27.362496805934782,75,3878.501325285365,2.239418041947818,55.95544395804008,0
Type A,298.47941689246926,308.5113930106645,1735.7389390274159,42.143134859215074,152,3568.8036256950645,2.26326910367023,48.24519839338633,0
Type B,298.53413821072274,308.0727982314934,1200.122793110561,38.507669148200115,189,4294.539718159354,2.5539762469289253,56.25063387887752,0
Type B,302.73371417423664,316.99096291922535,1455.4121413722744,45.49190494233033,122,1929.6009286393146,3.243833778613105,65.27632570031244,0
Type A,309.8083039252373,315.89454040507155,1489.9689855491677,42.003995004802924,178,2435.08378177906,2.906143758938691,54.5812412314018,0
Type B,301.26919952502993,322.5269893380946,1678.8845129259998,42.066900724960234,31,3229.9403264469656,1.5266982182737114,46.50468542792531,0
Type C,293.61989463803894,305.12092455070587,1343.3421101218669,25.536926454698865,96,2056.736612326677,2.864809261367714,57.74472448125224,0
Type A,305.77098943669483,317.2943064480455,1328.8540777930361,44.925915516448725,175,3093.1354854452948,2.5670528184648758,53.75641689336269,0
Type C,306.44805522476355,318.54843912065394,1524.7288696907776,36.69133598195558,223,3125.3697049224497,2.441304140778341,53.948900737560805,0
Type A,304.5826166991345,322.0911626004611,1751.5976194049372,38.334016923503825,161,4809.683786666694,2.4863802820376644,58.32726011015152,0
Type C,305.21849234567486,318.38852199236527,2071.8625001632868,50.4826437639081,165,3642.5337022914623,2.622731456851753,59.83726181944828,0
Type B,298.10350308889537,301.6832791728797,1123.1297000553063,32.80564443483105,85,4529.429576063878,2.084867925391861,55.24851515831313,0
Type A,293.4970758300859,309.1109573691559,1578.8355044466446,53.51184328459001,175,3801.674718809718,2.3905894854852154,54.575237783035014,0
Type C,293.9226459855145,302.55905966773446,1228.366243441427,54.44475299373093,89,2964.332728767935,3.2103634743351,69.44479043331373,0
Type A,288.551757260795,298.9803775521523,1754.7028108016857,47.52784437364372,13,3633.716807746512,2.07765652934468,63.403877992351084,0
Type B,301.65864028082166,306.5416243921206,1265.3638631726917,30.19379189232578,61,4229.426333932173,1.8820672142949428,60.834822826456175,0
Type A,299.4158585174138,311.5206665899094,1331.337945454419,18.137067543730684,152,4693.401326442581,2.4629755912756894,55.91844162116138,0
Type C,296.92008606829205,304.31458890802185,1352.682285234001,50.78834914259941,240,3367.6899370655665,1.8216601259461913,47.95979734873518,0
Type C,279.3106682295845,289.7113467815584,1480.950265320049,41.113850613310795,123,1852.4893561470558,1.466330127127397,62.89170470153796,0
Type C,291.26877771214083,300.1323816906977,1580.799399214677,32.54802529178538,215,1782.197742578098,2.29331969375511,56.01005902702615,0
Type B,307.84588455982214,325.5459357667655,1620.9253484021283,51.73562343755603,194,3173.5873898831132,3.3691731307383543,50.959816903238064,0
Type B,295.3476179995581,313.27665920014044,1498.5581134543042,31.384411191221908,140,1162.0984988520272,2.4768375424738642,53.29801682488614,0
Type B,302.5241417435979,312.71019442445686,1167.5272443898548,35.758447417690576,201,5295.10446573683,2.607146256668928,48.236722036332964,0
Type C,290.2652019901732,300.5211128356486,1681.9465375775474,45.24890364316994,100,4096.933231399734,1.2219109851093248,62.401303300901034,0
Type C,310.0709383765146,318.57716651111656,1486.760334084243,28.863971683851226,110,2864.3329905027554,2.762875295464568,59.7812595818525,0
Type A,298.9918063796173,313.4158315456284,1790.4336975036747,38.905190903929324,184,2390.3524059912043,2.556019516785875,56.27142723069846,0
Type B,302.03028277538476,310.71460329405124,1323.0653051300158,50.89137183913361,159,4528.11909597611,2.1010511031763874,54.70050098462311,0
Type A,316.2804585431718,324.595109444589,1099.4313181622515,42.1111074362113,131,2386.3628443489943,2.6080302828414244,50.2353178592511,0
Type A,310.61508070412583,324.5294521587857,1491.493499329231,52.474263368236805,108,2481.7732363989476,2.602072970294776,40.08949149369036,0
Type C,297.8540406509906,305.70084426972403,1823.9881720710662,51.33602358005998,243,2734.054059973308,1.8643072429852388,45.10951172337953,0
Type A,295.8474587059075,305.69643856811336,1540.2355341540126,40.077383344216194,16,3614.087414574325,2.6991122360679456,49.80148262336497,0
Type C,297.7211849193633,301.3959417933193,1450.0825502067858,16.632586236426118,13,4120.797439147398,3.2182812535162926,48.74923532590303,0
Type B,303.5692877393358,316.38604911982844,1282.4132455856418,28.942277047846936,119,4692.672233415663,2.36323511471589,57.025524372312454,0
Type A,299.2634310602439,317.02689881697137,1939.4416166702056,47.63334112384489,8,4544.971298946702,1.9794434785377353,60.68045619381325,0
Type B,297.2332909849757,310.1181924761749,1242.5993512788052,24.497485797147128,85,3500.7737092347415,2.393451958118963,54.100925467692754,0
Type B,310.2702687549633,326.11746542515255,1318.65143559294,36.7330741141305,142,4520.521973756334,3.012767917038657,64.86241854585005,0
Type C,299.20053075755516,305.8161222128458,1642.5085490210058,43.384806136890326,101,2829.0003860236397,1.7642086964216368,49.519715962893585,0
Type B,316.09712365126126,327.0424207793741,1035.9948275283025,54.6957069576151,50,1679.1339855380336,2.8471349552705085,54.05124011276205,0
Type C,300.63519794626524,306.86255824878765,1818.647666345335,34.249803035455855,71,2828.868928289492,2.0931913248877114,54.64308974505683,0
Type C,312.4972287595731,321.5861665772477,1656.0482785543388,33.56512290916871,151,2693.7394857237127,2.6452378488278425,62.64530430184093,0
Type C,302.5012359589744,315.5900818683844,1724.8077679527773,39.47554233504499,237,2868.0129282008234,2.161401234972662,55.74120957457525,0
Type B,306.7407240127461,317.1480064651593,1639.5292529874137,43.50912969810102,195,2540.6252707581107,2.1597898269510636,55.9349824019069,0
Type A,294.92772263937593,299.27715854897104,1459.7191206359075,38.45753172603906,136,3038.890422420288,3.4138569497410285,43.41609819494455,0
Type B,294.0236854418881,298.76356901973713,1234.2128224611442,50.492683488858106,34,4120.017214093578,1.6545480456799049,48.70065303552472,0
Type A,303.2179416851049,307.6932859591418,1464.9811396937598,32.00856166971528,60,5215.257102662572,2.7912197065273263,62.67166591588308,0
Type B,306.91987269725723,318.88568305701557,1256.1909220618413,41.20160933379044,110,1774.6535257409769,3.538794646552772,40.47260415481971,0
Type C,300.28179551400325,318.53737365662994,1621.5388275190958,44.45212710247019,61,2212.265373099256,2.9113131558836938,64.4009485670144,0
Type B,290.99524665441413,306.44507963041497,1701.6949576370255,35.997671900941434,172,2708.553741271832,1.701341788576491,58.49765142267962,0
Type A,290.47819143597474,292.89425063939046,1869.202157799552,48.397099365599665,91,4265.741877436592,1.7310516946507568,49.767350701453715,0
Type B,290.0100451846963,305.6943489369754,1592.941910138216,41.489585412423494,208,3295.05255702695,2.0490247740121594,49.17565716514899,0
Type C,287.62664520942434,301.37224687748295,1731.1438391487966,47.88845713152274,67,2775.8907768963772,2.5947447469119247,68.27168709893814,0
Type C,300.7663975161296,304.58519773401457,1425.7138156924646,41.94104108048832,124,4216.733007705421,2.635565616453431,64.87984064535596,0
Type A,307.8753074519562,316.6625009851142,1380.4307154979513,43.76404571487228,178,4456.3902663419685,1.7369820674201844,54.163914599195515,0
Type B,299.90608949152636,314.2881791375096,1618.4179727042003,33.676082431506444,51,3481.2400405763697,1.97634552493182,55.942142106166656,0
Type B,284.177096698635,296.37883074237413,1403.3817818207729,33.692282948087765,190,2683.780773379456,2.0131105078119877,50.476730473628095,0
Type A,298.66467677765814,303.4282965681062,1567.2964472069143,52.24396479928777,146,3770.2795672353927,2.3915519151310645,55.94348784478274,0
Type A,298.8604070235717,311.3033756467565,1234.7019526661447,46.355104445203324,161,3266.731791547433,3.690817274374645,50.28267418001493,0
Type A,314.67199125157805,316.1219888672557,1279.5930793809248,29.77034833777598,113,3258.9867562145396,1.9400877606259315,54.45019883078074,0
Type C,289.8000346095631,298.90874590653425,1658.8523252545726,41.808634246548316,233,2987.599781398164,1.913825300118527,67.6723056583532,0
Type C,297.26525678180565,311.81708385940584,1721.672518851524,16.26223946464574,192,4424.983247322089,1.8201158229136936,54.330701674147015,0
Type C,311.94096876381195,322.01454562609723,1253.5859577583299,34.26059836300583,48,3749.880226326794,2.881326742745339,47.66384683108461,0
Type C,303.1498483894258,311.154098189578,1667.653577626605,49.61027676619906,138,4535.70088188963,2.4751950421869386,45.43539566410518,0
Type C,303.94319151461497,317.50057652970435,1366.8160817411813,38.7485441128884,225,4836.326145478126,1.962264071098025,55.88982430155136,0
Type A,300.80209105916714,314.70109831951345,1504.1262940500774,41.17912669666031,69,3958.9807688666406,2.282322649733001,49.67373391855047,0
Type C,302.30960477060086,317.54976354206866,1854.2361039476618,9.836187534797887,134,2993.522885114848,2.025093819425379,56.72622199387776,0
Type A,305.4432667119498,318.9406364257353,1701.8718085057371,36.077463818638485,188,4540.326232219784,2.677534768713547,43.66347834810018,0
Type B,294.33359576775064,308.6590949434992,1698.967997005548,43.38272223827212,68,3965.6647022783545,4.110625964077801,59.83175094203118,0
Type B,306.1464100523574,319.07804428210756,1977.1975896142417,44.65289875398339,129,6103.3677768076395,2.830518643415342,47.578845897448964,0
Type B,290.3889788818012,301.4510934782671,1324.0301647375506,49.623557113343644,138,3810.1028884946863,2.4442068909355816,55.324080814941375,0
Type A,302.29857580982076,312.656611808876,1253.5312562518636,37.89742248226572,44,4197.688039014084,2.1010147075072285,52.6318774779202,0
Type A,301.25118674300427,310.30214786661463,1319.4694324428524,38.34344187375851,44,3790.423891296032,1.6939599508690901,67.02872273595209,0
Type C,295.6859483826552,300.8364752104163,1436.3747366483462,26.678825705901374,140,3400.901408131882,2.9402138388418213,56.200424214006695,0
Type A,299.8412030727205,306.01995703744126,911.3623464270266,37.95478460826802,44,3241.2084504124336,2.907612507019792,68.61830363680215,0
Type A,295.6422189313411,304.5141610036003,1448.1429408257975,27.384249376022012,237,3794.2438446585666,2.2203394019855165,58.925196800436936,0
Type C,292.4980907119678,303.4638993503775,1363.857317026272,21.521298801945832,130,4021.175751813855,3.228000389765571,64.97784145618735,0
Type A,297.5246968087045,313.28794720072153,1695.9399418494497,29.148206298894216,176,4654.3878996444255,2.512664163331051,53.53841255503956,0
Type C,292.2720795523984,302.1048906408964,1588.10484475251,55.08684907803971,99,3808.850558303764,2.9648564412370813,57.41852134643226,0
Type C,302.25958224865275,316.2734874121634,1349.8258430576657,37.294387984867235,74,3037.110824574771,2.677718201219807,63.53050512313269,0
Type B,291.9494015409335,306.26666416666194,1647.490211340726,42.19877363023366,121,3173.1460034010165,2.393718472073417,61.33471964008834,0
Type A,304.98383916093735,314.0580519701822,1680.8157649559423,34.86503748801944,177,2177.063057096819,1.9270692332155077,58.716952947291986,0
Type A,291.72964652449826,304.108407369979,1307.8635525521472,22.094489805481025,99,5161.21384357231,2.4126780445823974,52.704456170485905,0
Type A,296.035935590933,305.06182342403355,1376.7439361543954,49.361131249297074,70,2958.8263864791516,3.005230401336908,53.888564543352956,0
Type B,295.62777614249376,310.91631971880764,943.6592032255044,18.278018601444114,35,4467.4404601379065,2.195118932860344,62.9636336612235,0
Type A,309.27602710212386,321.8194004551876,1227.3350064076787,34.452073232083414,135,3776.5508574425335,2.763844837361907,64.42137874112498,0
Type B,302.31202961931615,307.5500946005627,1314.3826098941054,39.45385119149939,169,3803.731830839407,1.850358470785598,50.84996089504229,0
Type A,298.51786338218926,309.16396199080464,1518.5415441515054,42.30489643429855,131,3382.5521247276633,2.968035001678215,49.79368717951521,0
Type B,303.49103608748806,320.08348473478355,1263.6543301600461,32.7353039547113,63,2712.2011113733265,2.687764801893977,48.67106348210848,0
Type A,285.24965356869217,294.5247294305054,1371.6370032377226,21.620385169450255,61,2531.464599508025,1.7787335446980994,60.80790431011109,0
Type C,299.69806487251367,311.48892499289394,1193.6673296043502,31.989067076645618,94,5228.465388804937,2.3655912858870325,48.49367484556237,0
Type A,313.9825992446333,326.1661145955899,1542.7784746328177,32.51242012380337,86,3613.961078837246,3.058864545591022,60.72322384215223,0
Type A,300.9264255448187,306.7799339481603,1606.428648646227,32.2690650484492,50,4625.267746187651,1.7445804756080654,58.819832401847094,0
Type A,300.47539218418535,312.5182239810394,1600.5913371049555,49.700585902076035,235,4884.906937645251,1.8574298568250396,51.18435708943954,0
Type C,303.8368986574954,308.2615580493569,1503.090282976315,27.863972218608577,82,3089.153069900786,2.4583018271281043,65.94701519695886,0
Type A,306.2692367032004,313.76674027759486,1114.7317508746514,43.009792744381585,62,3923.505765927844,3.779998438259317,44.764187643291415,0
Type B,286.017733149771,300.32062501974775,1345.0115840267872,41.582970372179155,151,3545.010775491348,2.096453149576301,66.61672819830991,0
Type B,288.2237146274628,299.6507397886962,1398.1733319203788,49.6045507747167,200,2342.786196983111,2.7971643997512974,57.232201049718476,0
Type B,301.47203903760305,310.25412780661696,1399.1761717698437,38.668681282630686,116,3314.520024095744,2.6560812445608106,40.48573550338916,0
Type C,294.99586406671744,306.7817081516982,1518.745304497459,47.91130967197559,166,4087.5065902392275,2.146288059840674,66.14315745075129,0
Type C,309.1841768355394,318.94380784451886,1856.3853430927547,38.27779861905902,23,3000.970744989142,2.596680011070925,61.80548752953992,0
Type B,297.79377927080344,307.84409328021076,1703.02405317115,44.343925265848,133,3175.1568046281386,2.2312992027430267,52.00251821610873,0
Type C,286.45828485000817,299.08555895688875,1253.1205550378263,24.970589127527596,16,3326.633144614355,2.285317125930093,48.24695604331023,0
Type A,291.123902582092,298.21443161945547,1669.6007188241583,13.617219237088914,34,5611.529331310103,1.5032368583361202,44.016532793131304,0
Type C,280.752267862586,290.9136134848048,1660.075591916434,43.77546853565853,147,1665.9510628955604,2.485338259080207,71.90812313267274,0
Type B,298.3611212390196,307.112048460593,1298.4831317621088,44.311831260392296,51,4001.6432990272588,3.0394561039735306,48.536326880867094,0
Type C,298.6813111091493,302.3388976107483,1712.2164806588598,44.75502333151883,9,3246.6609227478352,2.5344554648678113,46.154880065993524,0
Type C,297.0287610315267,303.3469380065295,1459.9058410136843,34.75067485245321,44,2859.3450914975665,3.154304656493458,56.87543387045105,0
Type C,307.55215327320815,323.82497906146347,1147.5116274963889,54.897222522103725,193,3222.1242928437346,2.84819646756701,43.53474573267219,0
Type C,308.38963885561685,319.9285321139578,1613.8006811592854,35.40122184262978,146,4167.376243833423,2.464275216201868,48.12916121088811,0
Type B,298.8072810365072,303.5129278309017,1554.240455903631,44.2087901967237,95,4224.52359402056,2.123244668195909,61.96478435912328,0
Type A,285.057144327662,288.89572682426837,1443.080592703543,45.946362250040785,243,3686.017122434753,2.2082417707831574,58.249474163735655,0
Type B,304.3209710634458,313.8723154630035,1490.636728754175,57.1874015974911,96,4592.741316456627,1.6176937156377273,52.295410281824324,0
Type A,303.88752159956005,320.132267732266,1320.2286302778846,36.82970380210166,219,4768.832995100576,2.3397526659410044,55.12814671051966,0
